RDA label,RDA IRI,pseudo-Turtle,Kiegel syntax
has transcriber person,http://rdaregistry.info/Elements/e/P20359,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20359value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/trc> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20359value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/trc> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/trc>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/trc>"
has special effects provider person,http://rdaregistry.info/Elements/e/P20360,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20360value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""special effects provider"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20360value>  ;
   bf:role [ a bf:Role ;
      rdfs:label ""special effects provider""  ] ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role >> Role > rdfs:label=""special effects provider""
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""special effects provider"""
has visual effects provider person,http://rdaregistry.info/Elements/e/P20361,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20361value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""visual effects provider"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20361value>  ;
   bf:role [ a bf:Role ;
      rdfs:label ""visual effects provider""  ] ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role >> Role > rdfs:label=""visual effects provider""
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""visual effects provider"""
has music programmer person,http://rdaregistry.info/Elements/e/P20362,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20362value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""music programmer"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20362value>  ;
   bf:role [ a bf:Role ;
      rdfs:label ""music programmer""  ] ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role >> Role > rdfs:label=""music programmer""
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""music programmer"""
has onscreen participant person,http://rdaregistry.info/Elements/e/P20363,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20363value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""onscreen participant"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20363value>  ;
   bf:role [ a bf:Role ;
      rdfs:label ""onscreen participant""  ] ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role >> Role > rdfs:label=""onscreen participant""
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""onscreen participant"""
has stage director person,http://rdaregistry.info/Elements/e/P20364,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20364value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/sgd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20364value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/sgd> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/sgd>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/sgd>"
has arranger person of music,http://rdaregistry.info/Elements/e/P20365,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20365value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/arr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20365value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/arr> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/arr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/arr>"
has contributor person to performance,http://rdaregistry.info/Elements/e/P20366,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20366value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""contributor to performance"" ] ;
  bf:role <http://id.loc.gov/vocabulary/relators/ctb> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20366value> ;
  bf:role [ a bf:Role ;
      rdfs:label ""contributor to performance"" ] ;
  bf:role <http://id.loc.gov/vocabulary/relators/ctb> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role >> Role > rdfs:label=""contributor to performance"" ; > role=<http://id.loc.gov/vocabulary/ctb>
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor to performance"" ; > role=<http://id.loc.gov/vocabulary/ctb> "
has contributor person to amalgamation,http://rdaregistry.info/Elements/e/P20367,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20367value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""contributor to amalgamation"" ] ;
  bf:role <http://id.loc.gov/vocabulary/relators/ctb> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20367value> ;
  bf:role [ a bf:Role ;
      rdfs:label ""contributor to amalgamation"" ] ;
  bf:role <http://id.loc.gov/vocabulary/relators/ctb> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role >> Role > rdfs:label=""contributor to amalgamation"" ; > role=<http://id.loc.gov/vocabulary/ctb>
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""contributor to amalgamation""  ; > role=<http://id.loc.gov/vocabulary/ctb> "
has instrumental conductor person,http://rdaregistry.info/Elements/e/P20368,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20368value"" ];
   bf:role [ a bf:Role ;
      rdfs:label ""instrumental conductor"" ] ;
  bf:role <http://id.loc.gov/vocabulary/relators/cnd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20368value> ;
   bf:role [ a bf:Role ;
      rdfs:label ""instrumental conductor"" ] ;
  bf:role <http://id.loc.gov/vocabulary/relators/cnd> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role >> Role > rdfs:label=""instrumental conductor"" ; > role=<http://id.loc.gov/vocabulary/relators/cnd>
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""instrumental conductor"" ; > role=<http://id.loc.gov/vocabulary/relators/cnd> "
has actor person,http://rdaregistry.info/Elements/e/P20369,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20369value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/act> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20369value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/act> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/act>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/act>"
has onscreen presenter person,http://rdaregistry.info/Elements/e/P20370,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20370value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/osp> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20370value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/osp> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/osp>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/osp>"
has dancer person,http://rdaregistry.info/Elements/e/P20371,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20371value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/dnc> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20371value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/dnc> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/dnc>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/dnc>"
has host person,http://rdaregistry.info/Elements/e/P20372,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20372value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/hst> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20372value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/hst> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/hst>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/hst>"
has moderator person,http://rdaregistry.info/Elements/e/P20373,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20373value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/mod> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20373value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/mod> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/mod>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/mod>"
has puppeteer person,http://rdaregistry.info/Elements/e/P20374,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20374value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/ppt> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20374value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/ppt> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ppt>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ppt>"
has panelist person,http://rdaregistry.info/Elements/e/P20375,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20375value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/pan> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20375value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/pan> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/pan>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/pan>"
has instrumentalist person,http://rdaregistry.info/Elements/e/P20376,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20376value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/itr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20376value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/itr> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/itr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/itr>"
has commentator person,http://rdaregistry.info/Elements/e/P20377,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20377value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/cmm> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20377value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cmm> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cmm>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cmm>"
has narrator person,http://rdaregistry.info/Elements/e/P20378,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20378value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/nrt> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20378value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/nrt> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/nrt>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/nrt>"
has storyteller person,http://rdaregistry.info/Elements/e/P20379,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20379value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/stl> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20379value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/stl> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/stl>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/stl>"
has speaker person,http://rdaregistry.info/Elements/e/P20380,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20380value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/spk> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20380value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/spk> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/spk>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/spk>"
has instructor person,http://rdaregistry.info/Elements/e/P20381,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20381value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/tch> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20381value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/tch> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/tch>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/tch>"
has singer person,http://rdaregistry.info/Elements/e/P20382,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20382value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/sng> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20382value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/sng> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/sng>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/sng>"
has conductor person,http://rdaregistry.info/Elements/e/P20383,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20383value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/cnd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20383value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cnd> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cnd>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cnd>"
has voice actor person,http://rdaregistry.info/Elements/e/P20384,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20384value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/vac> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20384value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/vac> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/vac>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/vac>"
has mixing engineer person,http://rdaregistry.info/Elements/e/P20385,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20385value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""mixing engineer"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20385value>  ;
   bf:role [ a bf:Role ;
      rdfs:label ""mixing engineer""  ] ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role >> Role > rdfs:label=""mixing engineer""
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""mixing engineer"""
has recording engineer person,http://rdaregistry.info/Elements/e/P20386,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20386value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/rce> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20386value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/rce> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/rce>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/rce>"
has letterer person,http://rdaregistry.info/Elements/e/P20387,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20387value"" ];
   bf:role [ a bf:Role ;
      rdfs:label ""letterer"" ] ;
  bf:role <http://id.loc.gov/vocabulary/relators/ill> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20387value> ;
   bf:role [ a bf:Role ;
      rdfs:label ""letterer"" ] ;
  bf:role <http://id.loc.gov/vocabulary/relators/ill> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role >> Role > rdfs:label=""letterer"" ; > role=<http://id.loc.gov/vocabulary/relators/ill>
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""letterer"" ; > role=<http://id.loc.gov/vocabulary/relators/ill>"
has presenter person,http://rdaregistry.info/Elements/e/P20388,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20388value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/pre> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20388value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/pre> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/pre>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/pre>"
has creator person of expression,http://rdaregistry.info/Elements/e/P20389,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20389value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/cre> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20389value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cre> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cre>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cre>"
has editor person of moving image work,http://rdaregistry.info/Elements/e/P20390,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20390value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/edm> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20390value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/edm> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/edm>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/edm>"
has production designer person,http://rdaregistry.info/Elements/e/P20391,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20391value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/prs> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20391value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/prs> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/prs>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/prs>"
has minute taker person,http://rdaregistry.info/Elements/e/P20392,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person ;
      rdfs:label ""P20392value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/mtk> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20392value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/mtk> ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/mtk>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/mtk>"
has dubbing director person,http://rdaregistry.info/Elements/e/P20393,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20393value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""dubbing director"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20393value>  ;
   bf:role [ a bf:Role ;
      rdfs:label ""dubbing director""  ] ] .","contribution >> Contribution > agent >> Person > rdfs:label ; > role >> Role > rdfs:label=""dubbing director""
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""dubbing director"""
has animator person,http://rdaregistry.info/Elements/e/P20394,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Person;
      rdfs:label ""P20394value"" ] ;
   bf:role <http://id.loc.gov/vocabulary/relators/anm> ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20394value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/anm> ] . ","contribution >> Contribution > agent >> Person > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/anm>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/anm>"
has choral conductor collective agent,http://rdaregistry.info/Elements/e/P20395,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent;
      rdfs:label ""P20395value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""choral conductor"" ] ;
  bf:role <http://id.loc.gov/vocabulary/cnd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20395value>  ;
   bf:role [ a bf:Role ;
      rdfs:label ""choral conductor""  ] ;
  bf:role <http://id.loc.gov/vocabulary/cnd> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role >> Role > rdfs:label=""choral conductor"" ; > role=<http://id.loc.gov/vocabulary/cnd>
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""choral conductor"" ; > role=<http://id.loc.gov/vocabulary/cnd>"
has interviewer collective agent of expression,http://rdaregistry.info/Elements/e/P20396,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20396value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/ivr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20396value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/ivr> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/ivr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/ivr>"
has editor collective agent of text,http://rdaregistry.info/Elements/e/P20397,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20397value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/edt> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20397value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/edt> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/edt>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/edt>"
has draftsman collective agent,http://rdaregistry.info/Elements/e/P20398,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20398value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/drm> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20398value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/drm> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/drm>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/drm>"
has colourist collective agent,http://rdaregistry.info/Elements/e/P20399,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20339value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/clr> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20339value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/clr> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/clr>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/clr>"
has makeup artist collective agent,http://rdaregistry.info/Elements/e/P20400,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20400value"" ] ;
   bf:role [ a bf:Role ;
      rdfs:label ""makeup artist"" ] ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20400value>  ;
   bf:role [ a bf:Role ;
      rdfs:label ""makeup artist""  ] ]  .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role >> Role > rdfs:label=""makeup artist""
or
contribution >> Contribution > agent* > role >> Role > rdfs:label=""makeup artist"""
has musical director collective agent,http://rdaregistry.info/Elements/e/P20401,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20401value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/msd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20401value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/msd> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/msd>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/msd>"
has sound designer collective agent,http://rdaregistry.info/Elements/e/P20402,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20402value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/sds> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20402value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/sds> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/sds>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/sds>"
has lighting designer collective agent,http://rdaregistry.info/Elements/e/P20403,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20403value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/lgd> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20403value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/lgd> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/lgd>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/lgd>"
has costume designer collective agent,http://rdaregistry.info/Elements/e/P20404,"bf:contribution [ a bf:Contribution ;
   bf:agent [ a bf:Agent ;
      rdfs:label ""P20404value"" ];
   bf:role <http://id.loc.gov/vocabulary/relators/cst> ] .
# with IRI value
bf:contribution [ a bf:Contribution ;
   bf:agent <P20404value> ;
   bf:role <http://id.loc.gov/vocabulary/relators/cst> ] .","contribution >> Contribution > agent >> Agent > rdfs:label ; > role=<http://id.loc.gov/vocabulary/relators/cst>
or
contribution >> Contribution > agent* > role=<http://id.loc.gov/vocabulary/relators/cst>"
